ccy,dataVersion,longRatio,longTraders,netNotionalUsdt,shortRatio,shortTraders,totalNotionalUsdt,tradersQualified,tradersWithPosition,weightedLongRatio,weightedShortRatio,ts,d_traders_with_position,d_total_notional_usdt,d_net_notional_usdt,d_weighted_long_ratio,smartmoney_direction,long_diffusion_event,long_exit_event,short_diffusion_event,short_exit_event,close,fwd_ret_1h,fwd_ret_3h,fwd_ret_6h,fwd_ret_12h,fwd_ret_24h
BCH,2026050605,1,1,91241.53286928353,1.0,1,228107.8780872438,100,1,0.6999964526,0.3000035474,2026-05-06 05:00:00+00:00,,,,,long,False,False,False,False,477.1,-0.006287989939216088,-0.010479983232026813,-0.009641584573464757,-0.02452316076294292,-0.03437434500104808
BCH,2026050606,1,1,91241.53286928353,1.0,1,228107.8780872438,100,1,0.6999964526,0.3000035474,2026-05-06 06:00:00+00:00,0.0,0.0,0.0,0.0,long,False,False,False,False,474.1,-0.004429445264712117,-0.0052731491246572615,-0.007382408774520122,-0.0187724108837799,-0.02678759755325888
BCH,2026050607,1,1,-6823.82692503881,1.0,1,130042.51829292144,100,1,0.4737630929,0.5262369071,2026-05-06 07:00:00+00:00,0.0,-98065.35979432236,-98065.35979432234,-0.22623335969999997,short,False,False,False,False,472.0,0.00021186440677967155,0.0008474576271186862,-0.009110169491525433,-0.013983050847457656,-0.025423728813559365
BCH,2026050608,1,1,-6823.82692503881,1.0,1,130042.51829292144,100,1,0.4737630929,0.5262369071,2026-05-06 08:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,472.1,-0.0010590976488031867,0.0008472781190425049,-0.01948739673797939,-0.014827367083245058,-0.026265621690319874
BCH,2026050609,1,2,8522.863074961191,0.5,1,145389.20829292145,100,2,0.5293105078,0.4706894922,2026-05-06 09:00:00+00:00,1.0,15346.690000000017,15346.690000000002,0.05554741489999998,long,False,False,False,False,471.6,0.0016963528413909135,-0.0021204410517388084,-0.008481764206955011,-0.011450381679389388,-0.02650551314673455
BCH,2026050610,1,1,-6823.82692503881,1.0,1,130042.51829292144,100,1,0.4737630929,0.5262369071,2026-05-06 10:00:00+00:00,-1.0,-15346.690000000017,-15346.690000000002,-0.05554741489999998,short,False,False,False,False,472.4,0.00021168501270119044,-0.009949195596951732,-0.0101608806096527,-0.01693480101608802,-0.031117696867061784
BCH,2026050611,1,1,-6823.82692503881,1.0,1,130042.51829292144,100,1,0.4737630929,0.5262369071,2026-05-06 11:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,472.5,-0.0040211640211639255,-0.0203174603174604,-0.015026455026455054,-0.015026455026455054,-0.030264550264550327
BCH,2026050612,1,1,-6823.82692503881,1.0,1,130042.51829292144,100,1,0.4737630929,0.5262369071,2026-05-06 12:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,470.6,-0.006162345941351566,-0.006374840628984302,-0.011474713132171743,-0.013387165320867034,-0.02273693157671064
BCH,2026050613,1,1,-143057.0566089801,1.0,1,254086.07460898013,100,1,0.2184870189,0.7815129811,2026-05-06 13:00:00+00:00,0.0,124043.55631605869,-136233.22968394132,-0.255276074,short,False,False,True,False,467.7,-0.010262989095574104,-0.0002138122728243541,-0.004917682274962587,-0.007055805003207238,-0.026298909557408656
BCH,2026050614,1,1,-85783.80660898013,1.0,1,311359.3246089801,100,1,0.3622430744,0.6377569256,2026-05-06 14:00:00+00:00,0.0,57273.24999999997,57273.249999999985,0.14375605549999998,short,False,False,True,True,462.9,0.010153380859797112,0.00540073449989209,0.004752646359905022,0.002808381939943816,-0.024411319939511622
BCH,2026050615,1,1,-85783.80660898013,1.0,1,311359.3246089801,100,1,0.3622430744,0.6377569256,2026-05-06 15:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,467.6,0.0,-0.0051325919589393365,-0.0029940119760479833,-0.013045337895637332,-0.03699743370402053
BCH,2026050616,1,1,-30801.91860898013,1.0,1,366341.21260898013,100,1,0.4579600689,0.5420399311,2026-05-06 16:00:00+00:00,0.0,54981.888000000035,54981.888,0.09571699450000004,short,False,False,False,False,467.6,-0.0047048759623611325,-0.0047048759623611325,-0.006843455945252486,-0.016039349871685205,-0.038066723695466265
BCH,2026050617,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 17:00:00+00:00,0.0,2288.2300000000396,2288.230000000003,0.003364658099999973,short,False,False,False,False,465.4,-0.00042973785990541025,-0.0006446067898581154,0.0,-0.010098839707778251,-0.029651912333476527
BCH,2026050618,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 18:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,465.2,0.00042992261392948983,0.002149613069647449,-0.0019346517626827042,-0.008168529664660418,-0.031599312123817724
BCH,2026050619,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 19:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,465.4,-0.0006446067898581154,-0.0021486892995272733,-0.0021486892995272733,-0.011602922217447298,-0.03373442200257837
BCH,2026050620,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 20:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,465.1,0.002365082777897154,0.0006450225757901329,-0.0019350677273705097,-0.011610406364222836,-0.03268114384003451
BCH,2026050621,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 21:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,466.2,-0.0038610038610038533,-0.004075504075504055,-0.010081510081510037,-0.015229515229515211,-0.03560703560703549
BCH,2026050622,1,1,-28513.688608980126,1.0,1,368629.4426089802,100,1,0.461324727,0.538675273,2026-05-06 22:00:00+00:00,0.0,0.0,0.0,0.0,short,False,False,False,False,464.4,0.0021533161068045814,0.0,-0.00925925925925919,-0.014427217915589985,-0.03165374677002586
BCH,2026050623,1,1,42543.39681838654,1.0,1,427357.2891816134,100,1,0.549774975,0.450225025,2026-05-06 23:00:00+00:00,0.0,58727.84657263325,71057.08542736666,0.08845024800000006,long,False,False,False,False,465.4,-0.0023635582294799784,-0.0025784271594326835,-0.010098839707778251,-0.015470562956596434,-0.03330468414267296
