ccy,dataVersion,longRatio,longTraders,netNotionalUsdt,shortRatio,shortTraders,totalNotionalUsdt,tradersQualified,tradersWithPosition,weightedLongRatio,weightedShortRatio,ts,d_traders_with_position,d_total_notional_usdt,d_net_notional_usdt,d_weighted_long_ratio,smartmoney_direction,long_diffusion_event,long_exit_event,short_diffusion_event,short_exit_event,close,fwd_ret_1h,fwd_ret_3h,fwd_ret_6h,fwd_ret_12h,fwd_ret_24h
XRP,2026050605,1.0,1,1867960.7881158865,0.0,0,1867960.7881158865,100,1,1.0,0.0,2026-05-06 05:00:00+00:00,,,,,long,False,False,False,False,1.422,0.002812939521800173,0.014064697609001309,0.019690576652601877,0.0014064697609001975,-0.008438818565400852
XRP,2026050606,1.0,1,1792788.1972727473,0.0,0,1792788.1972727473,100,1,1.0,0.0,2026-05-06 06:00:00+00:00,0.0,-75172.59084313922,-75172.59084313922,0.0,long,False,True,False,False,1.426,0.003506311360448988,0.015427769985974837,0.013323983169705622,-0.003506311360448766,-0.007713884992987308
XRP,2026050607,1.0,1,1792788.1972727473,0.0,0,1792788.1972727473,100,1,1.0,0.0,2026-05-06 07:00:00+00:00,0.0,0.0,0.0,0.0,long,False,False,False,False,1.431,0.007686932215233977,0.013277428371767819,-0.0062893081761007386,-0.002795248078266921,-0.008385744234800874
XRP,2026050608,1.0,1,1792788.1972727473,0.0,0,1792788.1972727473,100,1,1.0,0.0,2026-05-06 08:00:00+00:00,0.0,0.0,0.0,0.0,long,False,False,False,False,1.442,0.004160887656033285,0.00554785020804438,-0.01386962552011095,-0.013176144244105292,-0.018723994452149784
XRP,2026050609,0.5,1,1681677.2852727473,0.5,1,1903899.1092727473,100,2,0.9416403361,0.0583596639,2026-05-06 09:00:00+00:00,1.0,111110.91200000001,-111110.91200000001,-0.058359663900000025,long,True,False,False,False,1.448,0.0013812154696133394,-0.002071823204419787,-0.013812154696132617,-0.015193370165745845,-0.025552486187845225
XRP,2026050610,0.5,1,1570567.2402727471,0.5,1,2015009.1542727472,100,2,0.8897171476,0.1102828524,2026-05-06 10:00:00+00:00,0.0,111110.04499999993,-111110.04500000016,-0.051923188499999995,long,True,False,False,False,1.45,0.0,-0.0193103448275862,-0.015172413793103412,-0.020689655172413834,-0.028275862068965485
XRP,2026050611,0.5,1,1570567.2402727471,0.5,1,2015009.1542727472,100,2,0.8897171476,0.1102828524,2026-05-06 11:00:00+00:00,0.0,0.0,0.0,0.0,long,False,False,False,False,1.45,-0.0034482758620688614,-0.0193103448275862,-0.01793103448275868,-0.01793103448275868,-0.0289655172413793
XRP,2026050612,1.0,1,1792788.1972727473,0.0,0,1792788.1972727473,100,1,1.0,0.0,2026-05-06 12:00:00+00:00,-1.0,-222220.95699999994,222220.95700000017,0.11028285240000002,long,False,True,False,False,1.445,-0.01591695501730117,-0.01176470588235301,-0.01660899653979242,-0.01937716262975775,-0.02214532871972319
XRP,2026050613,0.5,1,1559455.7342727473,0.5,1,2026120.6602727473,100,2,0.8848378245,0.1151621755,2026-05-06 13:00:00+00:00,1.0,233332.463,-233332.463,-0.11516217549999996,long,True,False,False,False,1.422,0.0,0.00421940928270037,0.0035161744022504937,-0.004922644163150469,-0.015471167369901506
XRP,2026050614,0.5,1,1659535.3272727472,0.5,1,1926041.0672727472,100,2,0.930815146,0.069184854,2026-05-06 14:00:00+00:00,0.0,-100079.59300000011,100079.59299999988,0.0459773215,long,False,True,False,False,1.422,0.00421940928270037,0.0014064697609001975,0.0007032348804500987,-0.007735583684950753,-0.021800281293952173
